REF_AREA,TIME_PERIOD,IMF_WEO_LUR,IMF_WEO_LP,IMF_WEO_PCPIPCH,IMF_WEO_TM_RPCH,IMF_WEO_TX_RPCH,IMF_WEO_BCA_NGDPD,IMF_WEO_NGSD_NGDP,IMF_WEO_NGAP_NPGDP,IMF_WEO_NGDP_RPCH,GDP_accel_tplus1,Decel_flag_tplus1
FIN,1986,6.665,4.911,2.9,3.492,1.684,-0.941,25.665,2.086,2.726,0.8330000000000002,0
FIN,1987,4.9,4.926,4.082,8.79,2.757,-1.887,25.192,4.845,3.559,1.6520000000000001,0
FIN,1988,4.208,4.939,5.135,10.63,3.167,-2.466,27.496,8.012,5.211,-0.12400000000000055,1
FIN,1989,3.108,4.954,6.572,9.012,2.746,-4.867,27.338,10.272,5.087,-4.8759999999999994,1
FIN,1990,3.2,4.974,4.957,-0.341,1.653,-5.052,25.087,7.651,0.211,-6.097,1
FIN,1991,6.7,4.998,4.545,-13.319,-7.895,-5.356,18.737,-0.397,-5.886,2.591,0
FIN,1992,11.8,5.029,3.254,0.697,10.379,-4.663,16.41,-5.103,-3.295,2.633,0
FIN,1993,16.5,5.055,3.326,1.364,16.668,-1.461,17.123,-7.124,-0.662,4.626,0
FIN,1994,16.7,5.078,1.614,12.811,13.287,0.821,20.582,-5.223,3.964,0.25299999999999967,0
FIN,1995,15.5,5.099,0.398,8.188,8.751,3.829,24.115,-3.663,4.217,-0.5499999999999998,1
FIN,1996,14.6,5.117,1.063,7.234,5.763,3.515,23.696,-3.097,3.667,2.667,0
FIN,1997,12.7,5.132,1.217,11.88,14.028,4.752,26.452,-0.484,6.334,-0.8769999999999998,1
FIN,1998,11.5,5.147,1.349,8.47,8.872,4.706,27.667,1.024,5.457,-1.077,1
FIN,1999,10.275,5.16,1.31,4.287,11.337,4.845,27.2,1.449,4.38,1.3929999999999998,0
FIN,2000,9.875,5.171,2.952,14.862,16.104,7.158,30.973,3.247,5.773,-3.1639999999999997,1
FIN,2001,9.2,5.181,2.665,1.381,1.822,7.675,30.807,2.144,2.609,-0.9019999999999999,1
FIN,2002,9.175,5.195,2.007,4.293,3.985,7.818,29.828,0.538,1.707,0.29699999999999993,0
FIN,2003,9.075,5.206,1.29,4.108,-1.009,4.314,26.498,-0.504,2.004,1.988,0
FIN,2004,8.875,5.22,0.147,8.123,8.742,5.603,28.432,0.623,3.992,-1.2120000000000002,1
FIN,2005,8.475,5.237,0.774,11.182,6.95,2.877,27.435,0.896,2.78,1.2470000000000003,0
FIN,2006,7.775,5.256,1.275,6.59,9.814,3.931,27.889,2.785,4.027,1.2720000000000002,0
FIN,2007,6.95,5.277,1.583,7.382,8.986,4.028,29.544,6.173,5.299,-4.515000000000001,1
FIN,2008,6.425,5.3,3.916,7.966,6.601,2.543,27.755,5.444,0.784,-8.858,1
FIN,2009,8.325,5.326,1.634,-16.998,-20.114,1.996,23.431,-3.796,-8.074,11.26,0
FIN,2010,8.5,5.351,1.686,6.304,6.182,1.489,23.536,-1.303,3.186,-0.6389999999999998,1
FIN,2011,7.9,5.375,3.324,6.207,2.028,-1.44,22.568,0.64,2.547,-3.944,1
FIN,2012,7.8,5.401,3.162,1.125,0.233,-2.055,21.3,-1.24,-1.397,0.495,0
FIN,2013,8.325,5.427,2.216,0.125,0.574,-1.798,20.504,-2.773,-0.902,0.537,0
FIN,2014,8.825,5.451,1.209,-0.897,-1.952,-1.332,20.563,-3.693,-0.365,0.909,0
FIN,2015,9.575,5.472,-0.156,1.963,0.392,-0.937,20.748,-3.797,0.544,2.267,0
FIN,2016,8.975,5.487,0.389,5.721,3.893,-1.999,21.24,-1.841,2.811,0.3810000000000002,0
FIN,2017,8.825,5.503,0.839,4.314,8.822,-0.803,23.174,0.315,3.192,-2.0520000000000005,1
FIN,2018,7.425,5.513,1.169,5.732,1.503,-1.845,23.392,0.385,1.14,0.08400000000000007,0
FIN,2019,6.725,5.518,1.137,2.364,6.675,-0.3,23.763,0.479,1.224,-3.5789999999999997,1
FIN,2020,7.767,5.525,0.383,-6.157,-7.764,0.53,25.023,-2.57,-2.355,5.193,0
FIN,2021,7.625,5.534,2.066,6.132,6.16,0.414,24.485,-0.641,2.838,-1.5030000000000001,1
FRA,1980,6.349,53.731,13.057,2.622,2.702,-0.595,25.153,0.937,1.809,-0.74,1
FRA,1981,7.438,54.029,13.333,-1.397,4.853,-0.771,22.748,0.097,1.069,1.436,0
FRA,1982,8.069,54.335,11.978,3.562,-1.126,-2.062,21.736,0.54,2.505,-1.2639999999999998,1
FRA,1983,7.383,54.65,9.46,-2.699,4.742,-0.838,20.912,-0.243,1.241,0.2729999999999999,0
FRA,1984,8.458,54.895,7.674,3.402,6.771,-0.142,21.087,-0.815,1.514,0.10899999999999999,0
FRA,1985,8.7,55.157,5.831,4.744,2.114,-0.063,21.105,-1.333,1.623,0.7140000000000002,0
FRA,1986,8.875,55.411,2.539,6.665,-0.967,0.304,22.061,-1.629,2.337,0.22499999999999964,0
FRA,1987,9.15,55.682,3.289,7.672,2.795,-0.476,21.787,-1.687,2.562,2.1810000000000005,0
FRA,1988,8.842,55.966,2.701,8.444,8.462,-0.457,22.886,0.009,4.743,-0.399,1
FRA,1989,8.7,56.27,6.569,8.068,9.778,-0.452,23.817,1.716,4.344,-1.4200000000000004,1
FRA,1990,8.4,56.577,0.323,5.042,4.146,-0.776,23.634,2.077,2.924,-1.876,1
FRA,1991,8.617,56.841,3.406,2.956,6.277,-0.486,23.116,0.968,1.048,0.5509999999999999,0
FRA,1992,9.442,57.111,2.455,1.767,5.95,0.273,22.233,0.411,1.599,-2.2279999999999998,1
FRA,1993,10.267,57.369,2.234,-3.319,0.395,0.694,20.237,-2.042,-0.629,2.987,0
FRA,1994,10.667,57.565,1.667,8.863,8.159,0.585,20.902,-1.678,2.358,-0.2509999999999999,1
FRA,1995,10.508,57.753,1.768,7.523,8.854,0.458,20.971,-1.473,2.107,-0.6940000000000002,1
FRA,1996,10.833,57.936,2.081,2.446,4.268,1.205,20.828,-2.179,1.413,0.9229999999999998,0
FRA,1997,10.892,58.116,1.267,7.976,13.039,3.717,23.169,-2.126,2.336,1.2530000000000001,0
FRA,1998,10.692,58.299,0.677,11.9,8.813,3.688,24.368,-1.008,3.589,-0.16800000000000015,1
FRA,1999,10.442,58.497,0.575,6.951,5.112,4.433,25.797,-0.191,3.421,0.5030000000000001,0
FRA,2000,9.175,58.858,1.815,15.353,12.886,1.099,23.588,1.487,3.924,-1.94,1
FRA,2001,8.458,59.267,1.784,2.382,3.072,1.575,23.74,1.245,1.984,-0.8480000000000001,1
FRA,2002,8.275,59.686,1.938,1.946,1.997,1.148,22.464,0.437,1.136,-0.31299999999999994,1
FRA,2003,8.517,60.102,2.169,0.894,-0.959,0.836,22.022,-0.591,0.823,2.007,0
FRA,2004,8.883,60.505,2.335,6.204,5.358,0.533,22.422,0.013,2.83,-1.167,1
FRA,2005,8.883,60.963,1.888,6.32,3.976,0.104,22.556,0.014,1.663,0.7859999999999998,0
FRA,2006,8.858,61.4,1.893,5.601,5.998,0.253,23.491,1.018,2.449,-0.02400000000000002,1
FRA,2007,8.017,61.795,1.608,5.756,2.791,-0.102,24.063,2.003,2.425,-2.17,1
FRA,2008,7.442,62.135,3.16,1.295,0.441,-0.696,23.433,1.097,0.255,-3.128,1
FRA,2009,9.117,62.466,0.101,-9.355,-10.898,-0.55,20.783,-2.508,-2.873,4.822,0
FRA,2010,9.267,62.765,1.738,8.893,8.695,-0.629,21.318,-1.786,1.949,0.244,0
FRA,2011,9.208,63.07,2.287,5.837,6.364,-0.86,22.361,-0.768,2.193,-1.8800000000000001,1
FRA,2012,9.767,63.376,2.216,0.2,2.842,-0.965,21.662,-1.516,0.313,0.26299999999999996,0
FRA,2013,10.308,63.698,0.99,2.418,2.141,-0.51,21.777,-1.979,0.576,0.38,0
FRA,2014,10.267,64.028,0.613,4.899,3.272,-0.956,21.754,-2.215,0.956,0.15700000000000003,0
FRA,2015,10.342,64.301,0.086,5.898,4.646,-0.368,22.344,-2.409,1.113,-0.018000000000000016,1
FRA,2016,10.067,64.469,0.307,2.929,1.776,-0.486,22.123,-2.664,1.095,1.196,0
FRA,2017,9.417,64.639,1.166,4.487,4.386,-0.767,22.67,-1.547,2.291,-0.42599999999999993,1
FRA,2018,9.025,64.844,2.1,3.079,4.527,-0.831,23.026,-0.833,1.865,-0.02200000000000002,1
FRA,2019,8.425,65.097,1.297,2.344,1.619,0.513,24.877,0.0,1.843,-9.383,1
FRA,2020,8.033,65.269,0.527,-12.324,-16.904,-1.618,22.468,-4.499,-7.54,13.861,0
FRA,2021,7.875,65.505,2.068,9.049,10.657,0.36,25.238,-2.074,6.321,-3.795,1
GRC,1980,2.663,9.584,24.873,9.337,11.073,-3.845,24.841,3.093,0.679,-2.2350000000000003,1
GRC,1981,4.0,9.701,24.463,7.748,8.404,-4.547,19.315,0.619,-1.556,0.42600000000000016,0
GRC,1982,5.8,9.758,21.125,-2.743,-16.461,-3.442,23.517,-1.198,-1.13,0.051999999999999824,0
GRC,1983,7.9,9.821,20.179,2.302,-5.846,-3.786,22.705,-2.719,-1.078,3.085,0
GRC,1984,8.1,9.872,18.456,-2.056,10.944,-4.411,21.694,-1.298,2.007,0.5059999999999998,0
GRC,1985,7.8,9.92,19.315,4.619,1.832,-6.834,20.588,1.199,2.513,-1.9979999999999998,1
GRC,1986,7.4,9.949,23.017,13.059,16.848,-2.971,23.995,1.742,0.515,-2.7720000000000002,1
GRC,1987,7.4,9.985,16.397,1.528,5.939,-1.862,19.853,-0.736,-2.257,6.545,0
GRC,1988,7.7,10.016,13.518,8.395,-2.125,-1.253,22.333,2.464,4.288,-0.4890000000000003,1
GRC,1989,7.5,10.058,13.702,10.297,1.938,-3.232,20.783,5.022,3.799,0.0,0
GRC,1990,7.0,10.121,20.434,8.059,-3.465,-3.611,20.938,3.393,3.799,-0.6970000000000001,1
GRC,1991,7.7,10.273,19.456,5.424,4.124,-1.49,23.489,4.452,3.102,-2.405,1
GRC,1992,8.7,10.367,15.877,0.777,10.02,-1.84,20.752,3.617,0.697,-2.296,1
GRC,1993,9.7,10.431,14.411,0.841,-2.597,-0.685,20.762,0.622,-1.599,3.599,0
GRC,1994,9.6,10.49,10.873,1.851,7.387,-0.125,19.971,0.698,2.0,0.10000000000000009,0
GRC,1995,10.0,10.536,8.788,8.318,2.996,-2.347,20.04,0.5,2.1,0.762,0
GRC,1996,10.3,10.588,7.873,9.822,4.91,-3.492,19.797,0.425,2.862,1.6219999999999999,0
GRC,1997,10.3,10.629,5.441,8.697,26.171,-3.72,18.662,1.486,4.484,-0.589,1
GRC,1998,11.2,10.693,4.517,18.043,4.892,-2.624,22.491,1.8,3.895,-0.8220000000000001,1
GRC,1999,12.125,10.748,2.141,14.945,26.992,-3.579,20.509,1.01,3.073,0.847,0
GRC,2000,11.35,10.776,2.897,20.369,23.258,-5.927,19.825,0.553,3.92,0.21199999999999974,0
GRC,2001,10.775,10.836,3.642,1.085,23.258,-6.887,18.664,0.279,4.132,-0.20899999999999963,1
GRC,2002,10.35,10.888,3.921,-3.716,-7.372,-6.254,18.435,-0.127,3.923,1.8719999999999999,0
GRC,2003,9.775,10.916,3.45,7.192,-0.565,-6.296,21.005,0.589,5.795,-0.734,1
GRC,2004,10.6,10.94,3.02,4.593,19.38,-5.532,19.706,1.469,5.061,-4.462,1
GRC,2005,10.0,10.97,3.486,0.934,2.834,-7.347,14.681,-0.619,0.599,5.053,0
GRC,2006,9.0,11.005,3.314,13.214,4.558,-10.86,15.224,2.119,5.652,-2.378,1
GRC,2007,8.4,11.036,2.989,15.364,10.497,-13.921,12.982,3.101,3.274,-3.609,1
GRC,2008,7.75,11.061,4.23,1.641,3.891,-14.481,9.954,1.406,-0.335,-3.966,1
GRC,2009,9.6,11.095,1.347,-20.197,-19.181,-10.869,7.415,-3.108,-4.301,-1.1769999999999996,1
GRC,2010,12.725,11.119,4.704,-3.082,4.566,-10.042,7.82,-7.548,-5.478,-4.670999999999999,1
GRC,2011,17.85,11.123,3.118,-9.599,0.547,-10.149,3.853,-14.83,-10.149,3.0619999999999994,0
GRC,2012,24.425,11.086,1.035,-5.585,1.645,-2.561,9.537,-18.392,-7.087,4.571,0
GRC,2013,27.475,11.004,-0.854,-3.636,12.926,-2.583,9.366,-18.194,-2.516,2.992,0
GRC,2014,26.5,10.927,-1.394,6.734,8.01,-2.493,9.386,-15.976,0.476,-0.6719999999999999,1
GRC,2015,24.9,10.858,-1.094,8.038,5.463,-1.479,10.586,-14.717,-0.196,-0.291,1
GRC,2016,23.55,10.784,0.013,3.001,0.077,-2.373,10.462,-13.455,-0.487,1.5790000000000002,0
GRC,2017,21.45,10.768,1.138,4.951,7.803,-2.575,9.446,-11.362,1.092,0.5759999999999998,0
GRC,2018,19.3,10.741,0.774,6.619,8.843,-3.577,9.547,-8.635,1.668,0.21199999999999997,0
GRC,2019,17.325,10.725,0.517,1.16,3.395,-2.233,10.175,-6.214,1.88,-11.196000000000002,1
GRC,2020,16.325,10.719,-1.262,-1.454,-22.674,-7.349,7.072,-14.096,-9.316,17.696,0
GRC,2021,14.775,10.679,0.574,8.975,21.463,-7.103,10.576,-6.507,8.38,-2.8230000000000004,1
IRL,1980,17.7,3.427,18.345,-4.407,7.065,-10.557,15.302,10.967,2.898,-0.3860000000000001,1
IRL,1981,17.7,3.47,20.243,1.628,1.705,-12.631,13.434,11.032,2.512,-1.017,1
IRL,1982,17.7,3.507,17.189,-3.693,4.482,-8.782,15.984,10.892,1.495,-2.224,1
IRL,1983,17.7,3.531,10.397,4.977,10.52,-5.602,15.842,9.863,-0.729,3.9330000000000003,0
IRL,1984,17.7,3.556,8.636,9.751,16.246,-5.163,15.511,6.464,3.204,-1.2570000000000001,1
IRL,1985,17.7,3.567,5.468,3.158,6.6,-3.271,14.64,6.9,1.947,-1.5230000000000001,1
IRL,1986,18.1,3.568,3.041,5.204,2.71,-2.875,14.745,5.959,0.424,3.217,0
IRL,1987,18.8,3.574,3.154,7.298,13.879,-0.261,16.026,3.368,3.641,-0.6429999999999998,1
IRL,1988,18.4,3.558,2.166,6.434,8.151,0.254,15.542,3.403,2.998,2.6159999999999997,0
IRL,1989,17.9,3.536,3.99,13.886,11.417,-1.299,16.562,2.588,5.614,2.0970000000000004,0
IRL,1990,17.2,3.533,3.357,6.024,9.173,-0.772,19.34,3.664,7.711,-6.069000000000001,1
IRL,1991,19.0,3.553,3.132,2.439,5.61,0.696,18.802,6.134,1.642,1.9370000000000003,0
IRL,1992,16.3,3.582,3.15,8.063,13.859,0.993,16.725,2.876,3.579,-1.2650000000000001,1
IRL,1993,16.7,3.601,1.418,7.529,9.812,3.563,18.867,1.055,2.314,3.58,0
IRL,1994,15.1,3.613,2.366,15.48,15.101,2.678,19.097,-1.841,5.894,3.699,0
IRL,1995,14.1,3.629,2.518,15.93,20.141,2.478,20.894,-6.744,9.593,-0.5009999999999994,1
IRL,1996,11.8,3.654,2.18,12.842,12.421,2.666,22.771,-4.31,9.092,1.6549999999999994,0
IRL,1997,9.858,3.692,1.253,16.645,17.549,2.348,24.407,-2.242,10.747,-1.9819999999999993,1
IRL,1998,7.55,3.731,2.13,27.775,22.771,0.363,24.459,0.233,8.765,1.7649999999999988,0
IRL,1999,5.908,3.774,2.412,12.617,15.772,-0.115,24.521,0.458,10.53,-1.1259999999999994,1
IRL,2000,4.383,3.829,5.303,21.686,21.187,0.614,25.122,2.907,9.404,-4.098,1
IRL,2001,4.183,3.889,3.998,13.101,14.008,0.179,24.435,1.858,5.306,0.593,0
IRL,2002,4.733,3.956,4.686,5.339,6.476,0.247,24.329,0.785,5.899,-2.8850000000000002,1
IRL,2003,4.85,4.021,4.0,-2.418,-1.698,0.492,26.236,1.239,3.014,3.775,0
IRL,2004,4.758,4.1,2.31,1.905,6.521,-0.098,27.12,0.811,6.789,-1.0499999999999998,1
IRL,2005,4.633,4.2,2.201,12.723,5.48,-3.54,26.769,2.512,5.739,-0.7509999999999994,1
IRL,2006,4.767,4.321,2.674,9.303,6.051,-5.353,26.54,4.414,4.988,0.3229999999999995,0
IRL,2007,5.0,4.445,2.889,9.351,8.901,-6.511,22.738,5.646,5.311,-9.795,1
IRL,2008,6.808,4.516,3.119,-2.787,-3.804,-6.255,18.412,2.413,-4.484,-0.6109999999999998,1
IRL,2009,12.65,4.547,-1.676,-1.702,4.648,-4.667,15.637,-3.779,-5.095,6.776999999999999,0
IRL,2010,14.6,4.568,-1.636,0.569,5.983,-1.287,15.989,-3.876,1.682,-0.401,1
IRL,2011,15.408,4.585,1.213,2.642,3.108,-1.696,15.537,-4.2,1.281,-1.41,1
IRL,2012,15.492,4.605,1.892,-1.016,-0.822,-3.387,16.624,-4.948,-0.129,1.304,0
IRL,2013,13.758,4.631,0.538,1.085,2.991,1.555,20.262,-3.165,1.175,7.654000000000001,0
IRL,2014,11.892,4.667,0.301,14.664,14.592,1.071,23.456,-1.2,8.829,15.646,0
IRL,2015,9.925,4.714,-0.05,32.355,39.166,4.385,30.295,0.5,24.475,-22.709000000000003,1
IRL,2016,8.383,4.771,-0.183,19.004,4.603,-4.217,33.223,1.9,1.766,7.545,0
IRL,2017,6.767,4.825,0.259,1.18,9.635,0.489,35.142,1.817,9.311,-0.8399999999999999,1
IRL,2018,5.808,4.886,0.716,2.467,9.805,4.889,33.565,1.137,8.471,-3.173,1
IRL,2019,5.0,4.95,0.86,42.323,11.848,-19.86,34.915,0.467,5.298,1.319,0
IRL,2020,5.842,4.993,-0.443,-1.729,11.531,-6.531,36.529,-1.999,6.617,8.508,0
IRL,2021,6.242,5.038,2.413,-7.507,15.103,13.715,37.325,2.288,15.125,-5.692,1
ITA,1980,7.37,56.388,21.8,3.006,1.786,-3.538,22.862,0.0,3.099,-4.333,1
ITA,1981,7.649,56.479,19.51,0.393,11.9,-3.552,20.425,-3.194,-1.234,1.648,0
ITA,1982,8.288,56.524,16.46,-0.054,-1.305,-2.388,19.765,-4.612,0.414,0.7550000000000001,0
ITA,1983,7.367,56.563,14.7,-3.067,3.8,0.307,19.983,-5.507,1.169,2.057,0
ITA,1984,7.833,56.565,10.74,12.825,7.702,-0.914,20.306,-4.47,3.226,-0.42799999999999994,1
ITA,1985,8.167,56.588,8.969,4.275,3.575,-1.224,19.437,-3.985,2.798,0.06199999999999983,0
ITA,1986,8.867,56.598,5.82,5.316,1.685,0.428,20.31,-3.488,2.86,0.3320000000000003,0
ITA,1987,9.617,56.594,4.72,12.033,4.113,-0.361,19.648,-2.693,3.192,1.0019999999999998,0
ITA,1988,9.683,56.609,5.09,5.962,5.189,-0.899,20.779,-1.031,4.194,-0.8050000000000002,1
ITA,1989,9.667,56.649,6.245,8.55,8.527,-1.614,19.824,0.042,3.389,-1.3359999999999999,1
ITA,1990,8.858,56.694,6.395,9.63,6.857,-1.866,19.964,-0.155,2.053,-0.6179999999999999,1
ITA,1991,8.533,56.744,6.215,1.798,-1.971,-2.439,19.066,-0.878,1.435,-0.6010000000000001,1
ITA,1992,8.808,56.773,4.982,7.115,7.285,-2.619,18.299,-1.994,0.834,-1.6869999999999998,1
ITA,1993,9.833,56.821,4.499,-11.195,8.973,1.137,19.555,-4.254,-0.853,3.0039999999999996,0
ITA,1994,10.633,56.842,4.167,8.05,9.626,1.17,19.891,-3.769,2.151,0.7360000000000002,0
ITA,1995,11.15,56.844,5.387,9.555,12.584,2.077,22.139,-2.616,2.887,-1.69,1
ITA,1996,11.15,56.844,3.985,-0.429,1.446,2.944,22.378,-2.997,1.197,0.633,0
ITA,1997,11.242,56.876,1.849,10.39,5.035,2.603,22.104,-2.896,1.83,-0.019000000000000128,1
ITA,1998,11.333,56.904,2.031,9.036,2.694,1.654,21.389,-2.745,1.811,-0.18500000000000005,1
ITA,1999,10.942,56.909,1.651,4.495,-0.978,0.801,21.034,-2.739,1.626,2.161,0
ITA,2000,10.1,56.924,2.58,10.991,12.085,-0.273,20.592,-0.59,3.787,-1.8359999999999999,1
ITA,2001,9.1,56.961,2.324,2.431,2.571,0.155,20.998,-0.009,1.951,-1.697,1
ITA,2002,8.608,56.993,2.612,0.563,-2.804,-0.498,21.073,-0.862,0.254,-0.11499999999999999,1
ITA,2003,8.45,57.186,2.813,0.74,-1.299,-0.787,20.392,-1.655,0.139,1.285,0
ITA,2004,8.042,57.612,2.257,4.573,6.13,-0.482,20.781,-1.197,1.424,-0.606,1
ITA,2005,7.758,58.044,2.207,3.441,3.217,-0.883,20.286,-0.937,0.818,0.973,0
ITA,2006,6.875,58.289,2.229,7.959,8.31,-1.476,20.482,0.35,1.791,-0.3039999999999998,1
ITA,2007,6.208,58.511,2.025,5.454,6.197,-1.367,20.879,1.365,1.487,-2.449,1
ITA,2008,6.783,59.002,3.492,-4.025,-3.169,-2.795,18.984,0.288,-0.962,-4.319,1
ITA,2009,7.875,59.421,0.765,-13.118,-17.817,-1.885,17.624,-4.734,-5.281,6.994,0
ITA,2010,8.5,59.69,1.62,12.167,11.761,-3.295,17.285,-2.861,1.713,-1.0060000000000002,1
ITA,2011,8.583,59.948,2.935,0.563,5.42,-2.825,17.643,-2.073,0.707,-3.6879999999999997,1
ITA,2012,10.908,60.105,3.315,-8.12,2.032,-0.231,17.559,-4.304,-2.981,1.14,0
ITA,2013,12.358,60.277,1.245,-2.702,0.374,1.145,18.037,-5.864,-1.841,1.836,0
ITA,2014,12.767,60.346,0.234,3.453,2.615,1.91,18.869,-5.757,-0.005,0.783,0
ITA,2015,12.017,60.295,0.108,6.464,4.274,1.446,18.553,-4.911,0.778,0.5149999999999999,0
ITA,2016,11.725,60.164,-0.05,3.927,1.865,2.648,20.209,-3.617,1.293,0.375,0
ITA,2017,11.292,60.067,1.326,6.091,5.437,2.659,20.713,-2.211,1.668,-0.7419999999999999,1
ITA,2018,10.617,59.938,1.243,3.438,2.142,2.605,21.133,-1.488,0.926,-0.44300000000000006,1
ITA,2019,9.9,59.817,0.634,-0.7,1.573,3.26,21.5,-1.25,0.483,-9.457,1
ITA,2020,9.358,59.641,-0.145,-12.128,-13.508,3.884,21.584,-5.889,-8.974,17.284,0
ITA,2021,9.525,59.236,1.941,15.555,14.065,2.422,24.16,-3.063,8.31,-4.324,1
LTU,1990,14.6,3.629,23.092,23.166,19.044,-9.176,13.587,-0.268,5.239,0.0,0
LTU,1991,14.6,3.629,23.092,23.166,19.044,-9.176,13.587,-0.268,5.239,0.0,0
LTU,1992,14.6,3.629,23.092,23.166,19.044,-9.176,13.587,-0.268,5.239,0.0,0
LTU,1993,14.6,3.629,23.092,23.166,19.044,-9.176,13.587,-0.268,5.239,0.0,0
LTU,1994,14.6,3.629,23.092,23.166,19.044,-9.176,13.587,-0.268,5.239,0.0,0
LTU,1995,14.6,3.629,23.092,23.166,19.044,-9.176,13.587,-0.268,5.239,0.0,0
LTU,1996,14.6,3.602,23.092,23.166,19.044,-8.621,12.443,-0.268,5.239,3.072,0
LTU,1997,14.6,3.575,8.735,24.966,18.838,-9.699,14.863,-0.268,8.311,-0.835,1
LTU,1998,14.6,3.549,5.369,6.14,4.659,-11.55,12.753,-0.268,7.476,-8.617,1
LTU,1999,14.6,3.524,1.443,-12.351,-16.372,-10.883,10.66,-0.268,-1.141,4.837,0
LTU,2000,16.375,3.5,1.094,4.976,9.557,-5.855,13.257,-0.268,3.696,2.8299999999999996,0
LTU,2001,17.362,3.471,1.549,17.576,21.209,-4.688,14.538,-0.268,6.526,0.22500000000000053,0
LTU,2002,13.737,3.443,0.336,18.582,18.611,-5.148,15.574,-0.268,6.751,3.8150000000000004,0
LTU,2003,12.441,3.415,-1.077,8.856,8.426,-6.807,15.122,-0.268,10.566,-3.9960000000000004,1
LTU,2004,10.884,3.377,1.154,15.211,4.093,-7.622,15.115,-0.268,6.57,1.162,0
LTU,2005,8.324,3.323,2.672,16.831,17.028,-7.388,16.878,-0.268,7.732,-0.3180000000000005,1
LTU,2006,5.778,3.27,3.757,14.302,12.808,-10.619,16.328,-0.268,7.414,3.6929999999999996,0
LTU,2007,4.248,3.231,5.818,10.649,3.193,-15.329,16.98,-0.268,11.107,-8.491999999999999,1
LTU,2008,5.827,3.198,11.092,10.819,11.618,-13.228,14.896,-0.268,2.615,-17.454,1
LTU,2009,13.787,3.163,4.161,-28.654,-13.676,2.037,14.694,-0.268,-14.839,16.491,0
LTU,2010,17.814,3.097,1.191,16.811,16.382,0.217,18.343,-0.268,1.652,4.387,0
LTU,2011,15.39,3.028,4.124,14.217,14.547,-3.671,18.292,-0.268,6.039,-2.195,1
LTU,2012,13.366,2.988,3.164,5.17,10.847,-1.571,18.189,-0.268,3.844,-0.29400000000000004,1
LTU,2013,11.77,2.958,1.164,5.812,7.27,1.685,21.211,-0.268,3.55,-0.0129999999999999,1
LTU,2014,10.699,2.932,0.242,-1.672,-1.823,3.463,23.086,-0.268,3.537,-1.512,1
LTU,2015,9.119,2.905,-0.677,9.353,2.42,-2.434,18.835,-0.268,2.025,0.4940000000000002,0
LTU,2016,7.861,2.868,0.678,4.041,4.927,-1.071,18.138,-0.268,2.519,1.7640000000000002,0
LTU,2017,7.073,2.828,3.718,11.141,13.522,0.535,19.716,-0.268,4.283,-0.2900000000000005,1
LTU,2018,6.146,2.802,2.531,6.025,6.806,0.286,20.643,-0.268,3.993,0.6730000000000005,0
LTU,2019,6.254,2.794,2.242,6.005,10.067,3.539,21.323,-0.268,4.666,-4.691000000000001,1
LTU,2020,8.488,2.795,1.062,-4.35,0.215,7.284,21.865,-0.268,-0.025,6.3100000000000005,0
LTU,2021,7.113,2.801,4.625,19.934,17.042,1.135,21.505,-0.268,6.285,-3.845,1
LUX,1980,0.723,0.364,6.3,7.306,3.319,12.022,15.608,1.321,3.17,-2.372,1
LUX,1981,1.015,0.365,8.073,7.306,3.319,12.022,14.585,1.321,0.798,0.24099999999999988,0
LUX,1982,1.33,0.366,9.357,7.306,3.319,12.022,11.245,1.321,1.039,0.8480000000000001,0
LUX,1983,1.615,0.366,8.669,7.306,3.319,12.022,14.974,1.321,1.887,2.8430000000000004,0
LUX,1984,1.748,0.366,5.637,7.306,3.319,12.022,16.622,1.321,4.73,0.8659999999999997,0
LUX,1985,1.667,0.367,4.094,7.306,3.319,12.022,29.87,1.321,5.596,4.3870000000000005,0
LUX,1986,1.458,0.368,0.3,7.306,3.319,12.022,30.794,4.507,9.983,-6.032,1
LUX,1987,1.669,0.371,-0.1,7.306,3.319,12.022,30.267,2.66,3.951,4.513,0
LUX,1988,1.536,0.374,1.4,10.451,11.073,12.022,30.623,5.201,8.464,1.3339999999999996,0
LUX,1989,1.402,0.378,3.4,9.148,12.588,12.022,32.605,9.211,9.798,-4.478,1
